site;year;count;count_rendements;count_rendements_rendements
17;1981;276576,0;;
17;1982;229558,0;-0,1700002892514173;
17;1983;210198,0;-0,08433598480558291;-0,5039068158239631
17;1984;204666,0;-0,026318042988039858;-0,6879381553590675
17;1985;265513,0;0,29729901400330294;-12,296395181754564
17;1986;279341,0;0,05208031245174438;-0,8248217787524658
17;1987;237855,0;-0,1485138236062733;-3,851630810469513
17;1988;132756,0;-0,44186163839313863;1,9752222901792837
17;1989;298702,0;1,250007532616228;-3,8289569041611524
17;1990;149351,0;-0,5;-1,3999975895773324
17;1991;116162,0;-0,2222214782626163;-0,5555570434747674
17;1992;116162,0;0,0;-1,0
17;1993;174243,0;0,5;inf
17;1994;165945,0;-0,04762314698438386;-1,0952462939687677
17;1995;229558,0;0,3833378529030702;-9,04940196473725
17;1996;141054,0;-0,38554090905130733;-2,0057470352368103
17;1997;168711,0;0,19607384405972184;-1,5085681945975506
17;1998;152117,0;-0,09835754633663485;-1,5016352222210538
17;1999;163180,0;0,07272691415160693;-1,7394136684001298
17;2000;204666,0;0,25423458757200645;2,495742814579313
17;2001;82973,0;-0,5945931419972053;-3,338757867982064
17;2002;127225,0;0,5333301194364433;-1,896966483072807
17;2003;113396,0;-0,10869719001768519;-1,203808459444486
17;2004;88504,0;-0,21951391583477375;1,0194994534730708
17;2005;96801,0;0,0937471752689143;-1,4270671174190022
17;2006;60847,0;-0,371421782832822;-4,96195172566423
17;2007;102333,0;0,681808470425822;-2,83567174015937
17;2008;102333,0;0,0;-1,0
17;2009;69144,0;-0,3243235319984755;-inf
17;2010;60847,0;-0,11999595048015732;-0,630011582136071
17;2011;149351,0;1,4545335020625503;-13,12152157003893
17;2012;102333,0;-0,31481543478115315;-1,2164373899499326
17;2013;141054,0;0,3783823400076223;-2,201918007198911
17;2014;80207,0;-0,4313738001049243;-2,1400473925295627
17;2015;71910,0;-0,10344483648559355;-0,7601967563620406
17;2016;94036,0;0,3076901682658879;-3,9744371852599816
22;1981;;0,0;-1,0
22;1982;;0,0;
22;1983;;0,0;
22;1984;;0,0;
22;1985;;0,0;
22;1986;;0,0;
22;1987;;0,0;
22;1988;;0,0;
22;1989;;0,0;
22;1990;;0,0;
22;1991;;0,0;
22;1992;;0,0;
22;1993;;0,0;
22;1994;;0,0;
22;1995;;0,0;
22;1996;;0,0;
22;1997;;0,0;
22;1998;;0,0;
22;1999;;0,0;
22;2000;;0,0;
22;2001;;0,0;
22;2002;;0,0;
22;2003;;0,0;
22;2004;;0,0;
22;2005;;0,0;
22;2006;;0,0;
22;2007;2172561,0;22,103502913777703;inf
22;2008;2049586,0;-0,056603704107732744;-1,0025608476777883
22;2009;1557685,0;-0,2400001756452279;3,2400083073793224
22;2010;1229751,0;-0,21052651851946957;-0,12280681481386402
22;2011;1516693,0;0,23333341465060808;-2,108332652302087
22;2012;1455206,0;-0,04054017523651787;-1,173743547606426
22;2013;1414214,0;-0,028169207658572004;-0,3051532832744719
22;2014;1291239,0;-0,08695642950783966;2,0869320345039406
22;2015;1475702,0;0,14285736412856176;-2,642861429995608
22;2016;1516693,0;0,027777288368518782;-0,8055592825895825
11;1981;;0,0;-1,0
11;1982;;0,0;
11;1983;;0,0;
11;1984;;0,0;
11;1985;;0,0;
11;1986;;0,0;
11;1987;;0,0;
11;1988;;0,0;
11;1989;;0,0;
11;1990;;0,0;
11;1991;;0,0;
11;1992;;0,0;
11;1993;;0,0;
11;1994;;0,0;
11;1995;;0,0;
11;1996;;0,0;
11;1997;;0,0;
11;1998;448224,0;-0,7044728234388897;-inf
11;1999;345133,0;-0,2299988398657814;-0,673516376766615
11;2000;649925,0;0,8831146253763043;-4,839648173406685
11;2001;694748,0;0,06896641920221569;-0,9219054727206807
11;2002;537869,0;-0,2258070552200222;-4,27415947981779
11;2003;434778,0;-0,19166562861960812;-0,1511973422050401
11;2004;336168,0;-0,2268054041372839;0,18333895216766494
11;2005;421331,0;0,25333464220270807;-2,1169691620282833
11;2006;354097,0;-0,15957525081230672;-1,6298990514081413
11;2007;336168,0;-0,05063301863613645;-0,6827013062590057
11;2008;358580,0;0,06666904642916638;-2,3167108780985286
11;2009;331686,0;-0,07500139438897879;-2,124980758029369
11;2010;551316,0;0,6621624066134839;-9,828667946882685
11;2011;345133,0;-0,37398334167700553;-1,5647909605585724
11;2012;421331,0;0,22077865634407612;-1,5903435574270948
11;2013;425813,0;0,010637717139256209;-0,9518172756578531
11;2014;448224,0;0,05263108453710896;3,9475920301438787
11;2015;425813,0;-0,04999955379453136;-1,9500004462054705
11;2016;412367,0;-0,03157724165302611;-0,3684495309140172
